Altium Designer Pick and Place Locations
D:\OneDrive\IRNAS-Common\_NEW-IRNAS-COMMON\SmartParks\Smartparks - Rhino tracker\v2.2\01_GPS\04_OUTPUT_FILES\Rhino - GPS_V2.2_PICK & PLACE\Rhino - GPS_V2.2_PICK & PLACE.csv

========================================================================================================================
File Design Information:

Date:       05/08/19
Time:       10:56
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Footprint","Center-X(mm)","Center-Y(mm)","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)","Layer","Rotation","Comment"
"C6","CAP0402","25.6800","10.4000","25.6800","10.4000","26.1600","10.4000","BottomLayer","180","100nF"
"C3","CAP0402","25.6800","11.5000","25.6800","11.5000","26.1600","11.5000","BottomLayer","180","1uF"
"C8","CAP0603","21.4900","3.7300","21.4900","3.7300","21.4900","2.9800","BottomLayer","90","10uF"
"U3","WLP-6","23.8000","6.1000","23.8000","6.1000","23.4000","5.9000","BottomLayer","360","MAX38640AENT+"
"R12","RES0402","23.5700","7.3000","23.5700","7.3000","24.0700","7.3000","BottomLayer","180","0R"
"R5","RES0402","21.9255","6.5342","21.9255","6.5342","21.9255","7.0342","BottomLayer","270","1M"
"R4","RES0402","13.3600","2.7100","13.3600","2.7100","12.8600","2.7100","BottomLayer","360","100R"
"L4","IND2.3X1.7","25.0400","4.3265","25.0400","4.3265","24.2400","4.3265","BottomLayer","360","2.2uH"
"C18","CAP0603","26.1700","7.9200","26.1700","7.9200","26.9200","7.9200","BottomLayer","180","10uF"
"C16","CAP0603","19.9400","3.7200","19.9400","3.7200","19.9400","2.9700","BottomLayer","90","10uF"
"C15","CAP0603","26.1600","6.3500","26.1600","6.3500","26.9100","6.3500","BottomLayer","180","22uF/4V"
"C14","CAP0402","25.6800","9.2800","25.6800","9.2800","26.1600","9.2800","BottomLayer","180","100nF"
"C13","CAP0402","22.8600","4.0100","22.8600","4.0100","22.8600","3.5300","BottomLayer","90","100nF"
"C12","CAP0805","18.0400","3.5300","18.0400","3.5300","18.0400","2.5800","BottomLayer","90","100uF"
"U1","S-LGA51","22.0700","10.2800","22.0700","10.2800","24.0700","12.2800","BottomLayer","180","Ublox ZOE-M8B"
"CON2","ufl_connector_smd","20.2744","16.3846","19.7764","16.2346","21.0244","16.3846","BottomLayer","90","U.FL-R-SMT-1(10)"
"A1","CGGP.18.2.A.02","14.0050","8.1999","14.0000","10.0000","14.0050","8.1999","TopLayer","180","CGGP.18.2.A.02"
"X1","9HT11","20.1800","7.1200","20.1800","7.1200","19.4800","7.1200","BottomLayer","360","9HT11-32.768KEZC-T"
"U2","uDFN-6","22.4561","15.6718","22.4561","15.6718","22.1561","15.1718","BottomLayer","90","MAX2659"
"TP4","TestPoint:1.2x1.2mm","27.1800","7.9900","27.1800","7.9900","27.1800","7.9900","TopLayer","90","TestPoint"
"TP3","TestPoint:1.2x1.2mm","27.1700","9.8700","27.1700","9.8700","27.1700","9.8700","TopLayer","90","TestPoint"
"TP2","TestPoint:1.2x1.2mm","27.1500","13.6900","27.1500","13.6900","27.1500","13.6900","TopLayer","180","TestPoint"
"TP1","TestPoint:1.2x1.2mm","27.1700","11.7600","27.1700","11.7600","27.1700","11.7600","TopLayer","180","TestPoint"
"T1","SOT-563","7.0100","4.3700","7.0100","4.3700","6.5100","5.0450","BottomLayer","360","NTZD3154NT1G"
"R11","RES0402","24.6482","17.7419","24.6482","17.7419","24.1482","17.7419","BottomLayer","360","0R"
"R10","RES0402","8.5000","5.5000","8.5000","5.5000","8.5000","5.0000","BottomLayer","90","100k"
"R9","RES0402","8.5000","3.5000","8.5000","3.5000","8.5000","3.0000","BottomLayer","90","100k"
"R8","RES0402","5.6000","4.4000","5.6000","4.4000","5.6000","3.9000","BottomLayer","90","100k"
"R7","RES0402","6.5000","6.0000","6.5000","6.0000","7.0000","6.0000","BottomLayer","180","100k"
"R6","RES0402","26.2000","12.6000","26.2000","12.6000","26.7000","12.6000","BottomLayer","180","100k"
"R2","RES0402","24.6456","15.5194","24.6456","15.5194","25.1456","15.5194","BottomLayer","180","100k"
"R1","RES0402","18.3000","8.2000","18.3000","8.2000","18.3000","7.7000","BottomLayer","90","100R"
"L2","IND0402","14.0049","13.7900","14.0049","13.7900","14.0049","14.2600","BottomLayer","270","?"
"L1","IND0402","17.0250","16.3870","17.0250","16.3870","17.4950","16.3870","BottomLayer","180","6.8nH"
"D1","SOD-923","11.8490","12.3400","11.8490","12.3400","11.2490","12.3400","BottomLayer","360","ESD9R3.3ST5G"
"C10","CAP0402","14.4841","12.3400","14.4841","12.3400","14.9641","12.3400","BottomLayer","180","?"
"C7","CAP0402","14.4841","15.2400","14.4841","15.2400","14.9641","15.2400","BottomLayer","180","?"
"C2","CAP0402","15.0153","16.3874","15.0153","16.3874","15.4953","16.3874","BottomLayer","180","470pF"
"C1","CAP0402","24.6812","16.6421","24.6812","16.6421","25.1612","16.6421","BottomLayer","180","33nF"
