Altium Designer Pick and Place Locations
D:\OneDrive\IRNAS-Common\_NEW-IRNAS-COMMON\SmartParks\Smartparks - Rhino tracker\v2.2\01_GPS\04_OUTPUT_FILES\Rhino - GPS_V2.5_PICK & PLACE\Rhino - GPS_V2.5_PICK & PLACE.csv

========================================================================================================================
File Design Information:

Date:       04/11/19
Time:       13:55
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Footprint","Center-X(mm)","Center-Y(mm)","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)","Layer","Rotation","Comment"
"C11","CAP0402","29.3300","45.8699","29.3300","45.8699","29.8100","45.8699","BottomLayer","360","100nF"
"C7","CAP0402","33.7200","38.5399","33.7200","38.5399","33.7200","39.0199","BottomLayer","270","1uF"
"U7","QFN-12","27.9198","67.3201","27.9200","67.3199","28.9538","67.6466","BottomLayer","45","PE64102"
"C19","CAP0402","29.5900","65.7599","29.5900","65.7599","30.0700","65.7599","BottomLayer","360","1.2pF"
"U6","DSBGA-6","31.7900","68.1299","31.7900","68.1299","31.3900","67.9299","BottomLayer","90","LMH2110TMX"
"U5","HHM22106C1","32.7400","66.2949","32.7400","66.2949","32.1900","65.7949","BottomLayer","180","HHM22106C1"
"R20","RES0402","34.4300","67.2999","34.4300","67.2999","34.4300","67.7999","BottomLayer","270","50R"
"R11","RES0402","27.6500","60.1699","27.6500","60.1699","28.1500","60.1699","BottomLayer","360","100R"
"R15","RES0402","27.0400","63.3799","27.0400","63.3799","26.5400","63.3799","BottomLayer","180","100R"
"R13","RES0402","27.6500","61.2599","27.6500","61.2599","28.1500","61.2599","BottomLayer","360","100R"
"L2","IND0402","31.1400","65.1999","31.1400","65.1999","31.1400","64.7299","BottomLayer","90","4.7nH"
"CON2","ufl_connector_smd","25.2500","68.8719","25.4000","69.3699","25.2500","68.1219","BottomLayer","360","U.FL-R-SMT-1(10)"
"R9","RES0402","29.3300","70.5899","29.3300","70.5899","28.8300","70.5899","BottomLayer","180","100k"
"C3","CAP0402","31.6400","59.4099","31.6400","59.4099","31.1600","59.4099","BottomLayer","180","100nF"
"R2","RES0402","27.5800","58.7099","27.5800","58.7099","27.0800","58.7099","BottomLayer","180","10k"
"R1","RES0402","29.5900","58.7099","29.5900","58.7099","29.0900","58.7099","BottomLayer","180","10k"
"U2","Lora_Module_ES0","41.6490","62.1924","41.3100","62.1649","47.5500","57.7899","BottomLayer","360","CMWX1ZZABZ"
"U1","LGA-12","27.2200","56.9399","27.2200","56.9399","27.9700","57.6899","BottomLayer","270","LIS2DW12TR"
"T1","VMT6","31.3900","69.8699","31.3900","69.8699","30.8900","70.2999","BottomLayer","270","VT6M1T2CR"
"R8","RES0402","34.5700","70.1199","34.5700","70.1199","35.0700","70.1199","BottomLayer","360","100R"
"R7","RES0402","32.9900","69.9399","32.9900","69.9399","32.9900","70.4399","BottomLayer","270","100k"
"R5","RES0402","24.4400","58.5699","24.4400","58.5699","24.9400","58.5699","BottomLayer","360","100R"
"R4","RES0402","33.2200","59.9099","33.2200","59.9099","33.2200","59.4099","BottomLayer","90","10k"
"D1","LED0603","24.0600","56.3399","24.0600","56.3399","24.0600","55.5399","BottomLayer","90","LED RED"
"C14","CAP0402","30.5600","57.5899","30.5600","57.5899","31.0400","57.5899","BottomLayer","360","100nF"
"C13","CAP0603","30.8300","56.1899","30.8300","56.1899","30.0800","56.1899","BottomLayer","180","10uF"
"C11","CAP0402","29.3300","69.4699","29.3300","69.4699","29.8100","69.4699","BottomLayer","360","100nF"
"C7","CAP0402","33.7200","62.1399","33.7200","62.1399","33.7200","62.6199","BottomLayer","270","1uF"
"C6","CAP0402","57.4700","63.2000","57.4700","63.2000","56.9900","63.2000","BottomLayer","180","100nF"
"C3","CAP0402","57.4700","64.3000","57.4700","64.3000","56.9900","64.3000","BottomLayer","180","1uF"
"C8","CAP0603","61.5100","56.9200","61.5100","56.9200","61.5100","56.1700","BottomLayer","90","10uF"
"U3","WLP-6","59.3500","58.9000","59.3500","58.9000","59.7500","58.7000","BottomLayer","360","MAX38640AENT+"
"R12","RES0402","59.5800","60.1000","59.5800","60.1000","60.0800","60.1000","BottomLayer","360","768k"
"R5","RES0402","61.2245","59.3342","61.2245","59.3342","61.2245","59.8342","BottomLayer","270","1M"
"R4","RES0402","69.7900","55.5100","69.7900","55.5100","70.2900","55.5100","BottomLayer","360","100R"
"L4","IND2.3X1.7","58.1100","57.1265","58.1100","57.1265","58.9100","57.1265","BottomLayer","360","2.2uH"
"C18","CAP0603","56.9800","60.7200","56.9800","60.7200","56.2300","60.7200","BottomLayer","180","10uF"
"C16","CAP0603","63.0600","56.9100","63.0600","56.9100","63.0600","56.1600","BottomLayer","90","10uF"
"C15","CAP0603","56.9900","59.1500","56.9900","59.1500","56.2400","59.1500","BottomLayer","180","22uF/4V"
"C14","CAP0402","57.4700","62.0800","57.4700","62.0800","56.9900","62.0800","BottomLayer","180","100nF"
"C13","CAP0402","60.1400","57.2000","60.1400","57.2000","60.1400","56.7200","BottomLayer","90","100nF"
"C12","CAP0805","64.9600","56.9300","64.9600","56.9300","64.9600","55.9800","BottomLayer","90","100uF"
"U1","S-LGA51","61.0800","63.0800","61.0800","63.0800","59.0800","65.0800","BottomLayer","180","Ublox ZOE-M8B"
"X1","9HT11","62.9700","59.9200","62.9700","59.9200","63.6700","59.9200","BottomLayer","360","9HT11-32.768KEZC-T"
"U2","uDFN-6","60.6939","68.4718","60.6939","68.4718","60.9939","67.9718","BottomLayer","90","MAX2659"
"T1","SOT-563","76.1400","57.1700","76.1400","57.1700","76.6400","57.8450","BottomLayer","360","NTZD3154NT1G"
"R11","RES0402","58.5018","70.5419","58.5018","70.5419","59.0018","70.5419","BottomLayer","360","0R"
"R10","RES0402","74.6500","58.3000","74.6500","58.3000","74.6500","57.8000","BottomLayer","90","100k"
"R9","RES0402","74.6500","56.3000","74.6500","56.3000","74.6500","55.8000","BottomLayer","90","100k"
"R8","RES0402","77.9500","57.2000","77.9500","57.2000","77.9500","56.7000","BottomLayer","90","100k"
"R7","RES0402","76.6500","58.8000","76.6500","58.8000","76.1500","58.8000","BottomLayer","180","100k"
"R6","RES0402","56.9500","65.4000","56.9500","65.4000","56.4500","65.4000","BottomLayer","180","100k"
"R2","RES0402","58.5044","68.3194","58.5044","68.3194","58.0044","68.3194","BottomLayer","180","100k"
"R1","RES0402","70.9200","56.6200","70.9200","56.6200","71.4200","56.6200","BottomLayer","360","100R"
"L2","IND0402","68.0451","65.6900","68.0451","65.6900","68.0451","66.1600","BottomLayer","270","?"
"L1","IND0402","62.6850","69.1870","62.6850","69.1870","62.2150","69.1870","BottomLayer","180","6.8nH"
"D1","SOD-923","68.6500","63.3500","68.6500","63.3500","69.2500","63.3500","BottomLayer","360","ESD9R3.3ST5G"
"C10","CAP0402","67.5659","64.2400","67.5659","64.2400","67.0859","64.2400","BottomLayer","180","?"
"C7","CAP0402","67.5659","67.1400","67.5659","67.1400","67.0859","67.1400","BottomLayer","180","?"
"C2","CAP0402","64.6947","69.1875","64.6947","69.1875","64.2147","69.1875","BottomLayer","180","470pF"
"C1","CAP0402","58.4688","69.4421","58.4688","69.4421","57.9888","69.4421","BottomLayer","180","33nF"
"C6","CAP0402","57.4700","39.6000","57.4700","39.6000","56.9900","39.6000","BottomLayer","180","100nF"
"C3","CAP0402","57.4700","40.7000","57.4700","40.7000","56.9900","40.7000","BottomLayer","180","1uF"
"C8","CAP0603","61.5100","33.3200","61.5100","33.3200","61.5100","32.5700","BottomLayer","90","10uF"
"U3","WLP-6","59.3500","35.3000","59.3500","35.3000","59.7500","35.1000","BottomLayer","360","MAX38640AENT+"
"R12","RES0402","59.5800","36.5000","59.5800","36.5000","60.0800","36.5000","BottomLayer","360","768k"
"R5","RES0402","61.2245","35.7342","61.2245","35.7342","61.2245","36.2342","BottomLayer","270","1M"
"R4","RES0402","69.7900","31.9100","69.7900","31.9100","70.2900","31.9100","BottomLayer","360","100R"
"L4","IND2.3X1.7","58.1100","33.5265","58.1100","33.5265","58.9100","33.5265","BottomLayer","360","2.2uH"
"C18","CAP0603","56.9800","37.1200","56.9800","37.1200","56.2300","37.1200","BottomLayer","180","10uF"
"C16","CAP0603","63.0600","33.3100","63.0600","33.3100","63.0600","32.5600","BottomLayer","90","10uF"
"C15","CAP0603","56.9900","35.5500","56.9900","35.5500","56.2400","35.5500","BottomLayer","180","22uF/4V"
"C14","CAP0402","57.4700","38.4800","57.4700","38.4800","56.9900","38.4800","BottomLayer","180","100nF"
"C13","CAP0402","60.1400","33.6000","60.1400","33.6000","60.1400","33.1200","BottomLayer","90","100nF"
"C12","CAP0805","64.9600","33.3300","64.9600","33.3300","64.9600","32.3800","BottomLayer","90","100uF"
"U1","S-LGA51","61.0800","39.4800","61.0800","39.4800","59.0800","41.4800","BottomLayer","180","Ublox ZOE-M8B"
"X1","9HT11","62.9700","36.3200","62.9700","36.3200","63.6700","36.3200","BottomLayer","360","9HT11-32.768KEZC-T"
"U2","uDFN-6","60.6939","44.8718","60.6939","44.8718","60.9939","44.3718","BottomLayer","90","MAX2659"
"T1","SOT-563","76.1400","33.5700","76.1400","33.5700","76.6400","34.2450","BottomLayer","360","NTZD3154NT1G"
"R11","RES0402","58.5018","46.9419","58.5018","46.9419","59.0018","46.9419","BottomLayer","360","0R"
"R10","RES0402","74.6500","34.7000","74.6500","34.7000","74.6500","34.2000","BottomLayer","90","100k"
"R9","RES0402","74.6500","32.7000","74.6500","32.7000","74.6500","32.2000","BottomLayer","90","100k"
"R8","RES0402","77.9500","33.6000","77.9500","33.6000","77.9500","33.1000","BottomLayer","90","100k"
"R7","RES0402","76.6500","35.2000","76.6500","35.2000","76.1500","35.2000","BottomLayer","180","100k"
"R6","RES0402","56.9500","41.8000","56.9500","41.8000","56.4500","41.8000","BottomLayer","180","100k"
"R2","RES0402","58.5044","44.7194","58.5044","44.7194","58.0044","44.7194","BottomLayer","180","100k"
"R1","RES0402","70.9200","33.0200","70.9200","33.0200","71.4200","33.0200","BottomLayer","360","100R"
"L2","IND0402","68.0451","42.0900","68.0451","42.0900","68.0451","42.5600","BottomLayer","270","?"
"L1","IND0402","62.6850","45.5870","62.6850","45.5870","62.2150","45.5870","BottomLayer","180","6.8nH"
"D1","SOD-923","68.6500","39.7500","68.6500","39.7500","69.2500","39.7500","BottomLayer","360","ESD9R3.3ST5G"
"C10","CAP0402","67.5659","40.6400","67.5659","40.6400","67.0859","40.6400","BottomLayer","180","?"
"C7","CAP0402","67.5659","43.5400","67.5659","43.5400","67.0859","43.5400","BottomLayer","180","?"
"C2","CAP0402","64.6947","45.5875","64.6947","45.5875","64.2147","45.5875","BottomLayer","180","470pF"
"C1","CAP0402","58.4688","45.8421","58.4688","45.8421","57.9888","45.8421","BottomLayer","180","33nF"
"C6","CAP0402","57.4700","16.0000","57.4700","16.0000","56.9900","16.0000","BottomLayer","180","100nF"
"C3","CAP0402","57.4700","17.1000","57.4700","17.1000","56.9900","17.1000","BottomLayer","180","1uF"
"C8","CAP0603","61.5100","9.7200","61.5100","9.7200","61.5100","8.9700","BottomLayer","90","10uF"
"U3","WLP-6","59.3500","11.7000","59.3500","11.7000","59.7500","11.5000","BottomLayer","360","MAX38640AENT+"
"R12","RES0402","59.5800","12.9000","59.5800","12.9000","60.0800","12.9000","BottomLayer","360","768k"
"R5","RES0402","61.2245","12.1342","61.2245","12.1342","61.2245","12.6342","BottomLayer","270","1M"
"R4","RES0402","69.7900","8.3100","69.7900","8.3100","70.2900","8.3100","BottomLayer","360","100R"
"L4","IND2.3X1.7","58.1100","9.9265","58.1100","9.9265","58.9100","9.9265","BottomLayer","360","2.2uH"
"C18","CAP0603","56.9800","13.5200","56.9800","13.5200","56.2300","13.5200","BottomLayer","180","10uF"
"C16","CAP0603","63.0600","9.7100","63.0600","9.7100","63.0600","8.9600","BottomLayer","90","10uF"
"C15","CAP0603","56.9900","11.9500","56.9900","11.9500","56.2400","11.9500","BottomLayer","180","22uF/4V"
"C14","CAP0402","57.4700","14.8800","57.4700","14.8800","56.9900","14.8800","BottomLayer","180","100nF"
"C13","CAP0402","60.1400","10.0000","60.1400","10.0000","60.1400","9.5200","BottomLayer","90","100nF"
"C12","CAP0805","64.9600","9.7300","64.9600","9.7300","64.9600","8.7800","BottomLayer","90","100uF"
"U1","S-LGA51","61.0800","15.8800","61.0800","15.8800","59.0800","17.8800","BottomLayer","180","Ublox ZOE-M8B"
"X1","9HT11","62.9700","12.7200","62.9700","12.7200","63.6700","12.7200","BottomLayer","360","9HT11-32.768KEZC-T"
"U2","uDFN-6","60.6939","21.2718","60.6939","21.2718","60.9939","20.7718","BottomLayer","90","MAX2659"
"T1","SOT-563","76.1400","9.9700","76.1400","9.9700","76.6400","10.6450","BottomLayer","360","NTZD3154NT1G"
"R11","RES0402","58.5018","23.3419","58.5018","23.3419","59.0018","23.3419","BottomLayer","360","0R"
"R10","RES0402","74.6500","11.1000","74.6500","11.1000","74.6500","10.6000","BottomLayer","90","100k"
"R9","RES0402","74.6500","9.1000","74.6500","9.1000","74.6500","8.6000","BottomLayer","90","100k"
"R8","RES0402","77.9500","10.0000","77.9500","10.0000","77.9500","9.5000","BottomLayer","90","100k"
"R7","RES0402","76.6500","11.6000","76.6500","11.6000","76.1500","11.6000","BottomLayer","180","100k"
"R6","RES0402","56.9500","18.2000","56.9500","18.2000","56.4500","18.2000","BottomLayer","180","100k"
"R2","RES0402","58.5044","21.1194","58.5044","21.1194","58.0044","21.1194","BottomLayer","180","100k"
"R1","RES0402","70.9200","9.4200","70.9200","9.4200","71.4200","9.4200","BottomLayer","360","100R"
"L2","IND0402","68.0451","18.4900","68.0451","18.4900","68.0451","18.9600","BottomLayer","270","?"
"L1","IND0402","62.6850","21.9870","62.6850","21.9870","62.2150","21.9870","BottomLayer","180","6.8nH"
"D1","SOD-923","68.6500","16.1500","68.6500","16.1500","69.2500","16.1500","BottomLayer","360","ESD9R3.3ST5G"
"C10","CAP0402","67.5659","17.0400","67.5659","17.0400","67.0859","17.0400","BottomLayer","180","?"
"C7","CAP0402","67.5659","19.9400","67.5659","19.9400","67.0859","19.9400","BottomLayer","180","?"
"C2","CAP0402","64.6947","21.9875","64.6947","21.9875","64.2147","21.9875","BottomLayer","180","470pF"
"C1","CAP0402","58.4688","22.2421","58.4688","22.2421","57.9888","22.2421","BottomLayer","180","33nF"
